,Date,Time,State,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Month,Year,Date_No,Latitude,Longitude
1064,18-04-2020,17:00:00,Bihar,,,37,2,85,4,2020,18,25.78541445,87.4799727
1065,18-04-2020,17:00:00,Chandigarh,,,9,0,21,4,2020,18,30.71999697,76.78000565
1066,18-04-2020,17:00:00,Chhattisgarh,,,24,0,36,4,2020,18,22.09042035,82.15998734
1067,18-04-2020,17:00:00,Delhi,,,72,42,1707,4,2020,18,28.6699929,77.23000403
1068,18-04-2020,17:00:00,Goa,,,6,0,7,4,2020,18,15.491997,73.81800065
1069,18-04-2020,17:00:00,Gujarat,,,88,48,1272,4,2020,18,22.2587,71.1924
1070,18-04-2020,17:00:00,Haryana,,,43,3,225,4,2020,18,28.45000633,77.01999101
1072,18-04-2020,17:00:00,Jammu and Kashmir,,,42,5,328,4,2020,18,33.45,76.24
1073,18-04-2020,17:00:00,Jharkhand,,,0,2,33,4,2020,18,23.80039349,86.41998572
1074,18-04-2020,17:00:00,Karnataka,,,92,13,371,4,2020,18,12.57038129,76.91999711
1075,18-04-2020,17:00:00,Kerala,,,255,3,396,4,2020,18,8.900372741,76.56999263
1076,18-04-2020,17:00:00,Ladakh,,,14,0,18,4,2020,18,34.1,77.34
1078,18-04-2020,17:00:00,Maharashtra,,,331,201,3323,4,2020,18,19.25023195,73.16017493
1079,18-04-2020,17:00:00,Manipur,,,1,0,2,4,2020,18,24.79997072,93.95001705
1080,18-04-2020,17:00:00,Meghalaya,,,0,1,11,4,2020,18,25.57049217,91.8800142
1081,18-04-2020,17:00:00,Mizoram,,,0,0,1,4,2020,18,23.71039899,92.72001461
1082,18-04-2020,17:00:00,Nagaland,,,0,0,0,4,2020,18,25.6669979,94.11657019
1083,18-04-2020,17:00:00,Odisha,,,21,1,60,4,2020,18,19.82042971,85.90001746
1085,18-04-2020,17:00:00,Punjab,,,27,13,202,4,2020,18,31.51997398,75.98000281
1086,18-04-2020,17:00:00,Rajasthan,,,183,11,1229,4,2020,18,26.44999921,74.63998124
1087,18-04-2020,17:00:00,Tamil Nadu,,,283,15,1323,4,2020,18,12.92038576,79.15004187
1088,18-04-2020,17:00:00,Telengana,,,186,18,791,4,2020,18,18.1124,79.0193
1089,18-04-2020,17:00:00,Tripura,,,1,0,2,4,2020,18,23.83540428,91.27999914
1090,18-04-2020,17:00:00,Uttarakhand,,,9,0,42,4,2020,18,30.32040895,78.05000565
1091,18-04-2020,17:00:00,Uttar Pradesh,,,86,14,969,4,2020,18,27.59998069,78.05000565
1094,19-04-2020,17:00:00,Andhra Pradesh,,,42,15,603,4,2020,19,14.7504291,78.57002559
1096,19-04-2020,17:00:00,Assam,,,12,1,35,4,2020,19,26.7499809,94.21666744
1097,19-04-2020,17:00:00,Bihar,,,37,2,86,4,2020,19,25.78541445,87.4799727
1098,19-04-2020,17:00:00,Chandigarh,,,10,0,23,4,2020,19,30.71999697,76.78000565
1099,19-04-2020,17:00:00,Chhattisgarh,,,24,0,36,4,2020,19,22.09042035,82.15998734
1100,19-04-2020,17:00:00,Delhi,,,72,43,1893,4,2020,19,28.6699929,77.23000403
1101,19-04-2020,17:00:00,Goa,,,6,0,7,4,2020,19,15.491997,73.81800065
1102,19-04-2020,17:00:00,Gujarat,,,94,58,1604,4,2020,19,22.2587,71.1924
1103,19-04-2020,17:00:00,Haryana,,,87,3,233,4,2020,19,28.45000633,77.01999101
1105,19-04-2020,17:00:00,Jammu and Kashmir,,,51,5,341,4,2020,19,33.45,76.24
1106,19-04-2020,17:00:00,Jharkhand,,,0,2,35,4,2020,19,23.80039349,86.41998572
1107,19-04-2020,17:00:00,Karnataka,,,104,14,384,4,2020,19,12.57038129,76.91999711
1108,19-04-2020,17:00:00,Kerala,,,257,3,400,4,2020,19,8.900372741,76.56999263
1109,19-04-2020,17:00:00,Ladakh,,,14,0,18,4,2020,19,34.1,77.34
1111,19-04-2020,17:00:00,Maharashtra,,,365,211,3651,4,2020,19,19.25023195,73.16017493
1112,19-04-2020,17:00:00,Manipur,,,1,0,2,4,2020,19,24.79997072,93.95001705
1113,19-04-2020,17:00:00,Meghalaya,,,0,1,11,4,2020,19,25.57049217,91.8800142
1114,19-04-2020,17:00:00,Mizoram,,,0,0,1,4,2020,19,23.71039899,92.72001461
1115,19-04-2020,17:00:00,Nagaland,,,0,0,0,4,2020,19,25.6669979,94.11657019
1116,19-04-2020,17:00:00,Odisha,,,24,1,61,4,2020,19,19.82042971,85.90001746
1118,19-04-2020,17:00:00,Punjab,,,31,16,219,4,2020,19,31.51997398,75.98000281
1119,19-04-2020,17:00:00,Rajasthan,,,183,11,1351,4,2020,19,26.44999921,74.63998124
1120,19-04-2020,17:00:00,Tamil Nadu,,,365,15,1372,4,2020,19,12.92038576,79.15004187
1121,19-04-2020,17:00:00,Telengana,,,186,18,844,4,2020,19,18.1124,79.0193
1122,19-04-2020,17:00:00,Tripura,,,1,0,2,4,2020,19,23.83540428,91.27999914
1123,19-04-2020,17:00:00,Uttarakhand,,,9,0,42,4,2020,19,30.32040895,78.05000565
1124,19-04-2020,17:00:00,Uttar Pradesh,,,108,17,1084,4,2020,19,27.59998069,78.05000565
1127,20-04-2020,17:00:00,Andhra Pradesh,,,92,20,722,4,2020,20,14.7504291,78.57002559
1129,20-04-2020,17:00:00,Assam,,,17,1,35,4,2020,20,26.7499809,94.21666744
1130,20-04-2020,17:00:00,Bihar,,,42,2,96,4,2020,20,25.78541445,87.4799727
1131,20-04-2020,17:00:00,Chandigarh,,,13,0,26,4,2020,20,30.71999697,76.78000565
1132,20-04-2020,17:00:00,Chhattisgarh,,,25,0,36,4,2020,20,22.09042035,82.15998734
1133,20-04-2020,17:00:00,Delhi,,,290,45,2003,4,2020,20,28.6699929,77.23000403
1134,20-04-2020,17:00:00,Goa,,,7,0,7,4,2020,20,15.491997,73.81800065
1135,20-04-2020,17:00:00,Gujarat,,,106,67,1851,4,2020,20,22.2587,71.1924
1136,20-04-2020,17:00:00,Haryana,,,87,3,233,4,2020,20,28.45000633,77.01999101
1138,20-04-2020,17:00:00,Jammu and Kashmir,,,56,5,350,4,2020,20,33.45,76.24
1139,20-04-2020,17:00:00,Jharkhand,,,0,2,42,4,2020,20,23.80039349,86.41998572
1140,20-04-2020,17:00:00,Karnataka,,,111,16,395,4,2020,20,12.57038129,76.91999711
1141,20-04-2020,17:00:00,Kerala,,,270,3,402,4,2020,20,8.900372741,76.56999263
1142,20-04-2020,17:00:00,Ladakh,,,14,0,18,4,2020,20,34.1,77.34
1144,20-04-2020,17:00:00,Maharashtra,,,507,223,4203,4,2020,20,19.25023195,73.16017493
1145,20-04-2020,17:00:00,Manipur,,,2,0,2,4,2020,20,24.79997072,93.95001705
1146,20-04-2020,17:00:00,Meghalaya,,,0,1,11,4,2020,20,25.57049217,91.8800142
1147,20-04-2020,17:00:00,Mizoram,,,0,0,1,4,2020,20,23.71039899,92.72001461
1148,20-04-2020,17:00:00,Nagaland,,,0,0,0,4,2020,20,25.6669979,94.11657019
1149,20-04-2020,17:00:00,Odisha,,,24,1,68,4,2020,20,19.82042971,85.90001746
1151,20-04-2020,17:00:00,Punjab,,,31,16,219,4,2020,20,31.51997398,75.98000281
1152,20-04-2020,17:00:00,Rajasthan,,,183,14,1478,4,2020,20,26.44999921,74.63998124
1153,20-04-2020,17:00:00,Tamil Nadu,,,411,15,1477,4,2020,20,12.92038576,79.15004187
1154,20-04-2020,17:00:00,Telengana,,,190,21,873,4,2020,20,18.1124,79.0193
1155,20-04-2020,17:00:00,Tripura,,,1,0,2,4,2020,20,23.83540428,91.27999914
1156,20-04-2020,17:00:00,Uttarakhand,,,11,0,44,4,2020,20,30.32040895,78.05000565
1157,20-04-2020,17:00:00,Uttar Pradesh,,,129,17,1176,4,2020,20,27.59998069,78.05000565
1160,21-04-2020,17:00:00,Andhra Pradesh,,,96,22,757,4,2020,21,14.7504291,78.57002559
1162,21-04-2020,17:00:00,Assam,,,19,1,35,4,2020,21,26.7499809,94.21666744
1163,21-04-2020,17:00:00,Bihar,,,42,2,114,4,2020,21,25.78541445,87.4799727
1164,21-04-2020,17:00:00,Chandigarh,,,13,0,26,4,2020,21,30.71999697,76.78000565
1165,21-04-2020,17:00:00,Chhattisgarh,,,25,0,36,4,2020,21,22.09042035,82.15998734
1166,21-04-2020,17:00:00,Delhi,,,431,47,2081,4,2020,21,28.6699929,77.23000403
1167,21-04-2020,17:00:00,Goa,,,7,0,7,4,2020,21,15.491997,73.81800065
1168,21-04-2020,17:00:00,Gujarat,,,131,77,2066,4,2020,21,22.2587,71.1924
1169,21-04-2020,17:00:00,Haryana,,,127,3,254,4,2020,21,28.45000633,77.01999101
1171,21-04-2020,17:00:00,Jammu and Kashmir,,,71,5,368,4,2020,21,33.45,76.24
1172,21-04-2020,17:00:00,Jharkhand,,,0,2,46,4,2020,21,23.80039349,86.41998572
1173,21-04-2020,17:00:00,Karnataka,,,114,17,415,4,2020,21,12.57038129,76.91999711
1174,21-04-2020,17:00:00,Kerala,,,291,3,408,4,2020,21,8.900372741,76.56999263
1175,21-04-2020,17:00:00,Ladakh,,,14,0,18,4,2020,21,34.1,77.34
1177,21-04-2020,17:00:00,Maharashtra,,,572,232,4669,4,2020,21,19.25023195,73.16017493
1178,21-04-2020,17:00:00,Manipur,,,2,0,2,4,2020,21,24.79997072,93.95001705
1179,21-04-2020,17:00:00,Meghalaya,,,0,1,11,4,2020,21,25.57049217,91.8800142
1180,21-04-2020,17:00:00,Mizoram,,,0,0,1,4,2020,21,23.71039899,92.72001461
1181,21-04-2020,17:00:00,Nagaland,,,0,0,0,4,2020,21,25.6669979,94.11657019
1182,21-04-2020,17:00:00,Odisha,,,24,1,74,4,2020,21,19.82042971,85.90001746
1184,21-04-2020,17:00:00,Punjab,,,39,16,245,4,2020,21,31.51997398,75.98000281
1185,21-04-2020,17:00:00,Rajasthan,,,205,25,1576,4,2020,21,26.44999921,74.63998124
1186,21-04-2020,17:00:00,Tamil Nadu,,,457,17,1520,4,2020,21,12.92038576,79.15004187
1187,21-04-2020,17:00:00,Telengana,,,190,23,919,4,2020,21,18.1124,79.0193
1188,21-04-2020,17:00:00,Tripura,,,1,0,2,4,2020,21,23.83540428,91.27999914
1189,21-04-2020,17:00:00,Uttarakhand,,,18,0,46,4,2020,21,30.32040895,78.05000565
1190,21-04-2020,17:00:00,Uttar Pradesh,,,140,20,1294,4,2020,21,27.59998069,78.05000565
1193,22-04-2020,17:00:00,Andhra Pradesh,,,120,24,813,4,2020,22,14.7504291,78.57002559
1195,22-04-2020,17:00:00,Assam,,,19,1,35,4,2020,22,26.7499809,94.21666744
1196,22-04-2020,17:00:00,Bihar,,,46,2,126,4,2020,22,25.78541445,87.4799727
1197,22-04-2020,17:00:00,Chandigarh,,,14,0,27,4,2020,22,30.71999697,76.78000565
1198,22-04-2020,17:00:00,Chhattisgarh,,,26,0,36,4,2020,22,22.09042035,82.15998734
1199,22-04-2020,17:00:00,Delhi,,,611,47,2156,4,2020,22,28.6699929,77.23000403
1200,22-04-2020,17:00:00,Goa,,,7,0,7,4,2020,22,15.491997,73.81800065
1201,22-04-2020,17:00:00,Gujarat,,,144,95,2272,4,2020,22,22.2587,71.1924
1202,22-04-2020,17:00:00,Haryana,,,127,3,254,4,2020,22,28.45000633,77.01999101
1204,22-04-2020,17:00:00,Jammu and Kashmir,,,81,5,380,4,2020,22,33.45,76.24
1205,22-04-2020,17:00:00,Jharkhand,,,0,3,45,4,2020,22,23.80039349,86.41998572
1206,22-04-2020,17:00:00,Karnataka,,,129,17,425,4,2020,22,12.57038129,76.91999711
1207,22-04-2020,17:00:00,Kerala,,,323,3,427,4,2020,22,8.900372741,76.56999263
1208,22-04-2020,17:00:00,Ladakh,,,14,0,18,4,2020,22,34.1,77.34
1210,22-04-2020,17:00:00,Maharashtra,,,722,251,5221,4,2020,22,19.25023195,73.16017493
1211,22-04-2020,17:00:00,Manipur,,,2,0,2,4,2020,22,24.79997072,93.95001705
1212,22-04-2020,17:00:00,Meghalaya,,,0,1,12,4,2020,22,25.57049217,91.8800142
1213,22-04-2020,17:00:00,Mizoram,,,0,0,1,4,2020,22,23.71039899,92.72001461
1214,22-04-2020,17:00:00,Odisha,,,30,1,82,4,2020,22,19.82042971,85.90001746
1216,22-04-2020,17:00:00,Punjab,,,49,16,251,4,2020,22,31.51997398,75.98000281
1217,22-04-2020,17:00:00,Rajasthan,,,230,25,1801,4,2020,22,26.44999921,74.63998124
1218,22-04-2020,17:00:00,Tamil Nadu,,,635,18,1596,4,2020,22,12.92038576,79.15004187
1219,22-04-2020,17:00:00,Telengana,,,194,23,945,4,2020,22,18.1124,79.0193
1220,22-04-2020,17:00:00,Tripura,,,1,0,2,4,2020,22,23.83540428,91.27999914
1221,22-04-2020,17:00:00,Uttarakhand,,,19,0,46,4,2020,22,30.32040895,78.05000565
1222,22-04-2020,17:00:00,Uttar Pradesh,,,165,21,1412,4,2020,22,27.59998069,78.05000565
1225,23-04-2020,17:00:00,Andhra Pradesh,,,141,27,895,4,2020,23,14.7504291,78.57002559
1227,23-04-2020,17:00:00,Assam,,,19,1,35,4,2020,23,26.7499809,94.21666744
1228,23-04-2020,17:00:00,Bihar,,,46,2,148,4,2020,23,25.78541445,87.4799727
1229,23-04-2020,17:00:00,Chandigarh,,,14,0,27,4,2020,23,30.71999697,76.78000565
1230,23-04-2020,17:00:00,Chhattisgarh,,,28,0,36,4,2020,23,22.09042035,82.15998734
1231,23-04-2020,17:00:00,Delhi,,,724,48,2248,4,2020,23,28.6699929,77.23000403
1232,23-04-2020,17:00:00,Goa,,,7,0,7,4,2020,23,15.491997,73.81800065
1233,23-04-2020,17:00:00,Gujarat,,,179,103,2407,4,2020,23,22.2587,71.1924
1234,23-04-2020,17:00:00,Haryana,,,140,3,262,4,2020,23,28.45000633,77.01999101
1236,23-04-2020,17:00:00,Jammu and Kashmir,,,92,5,407,4,2020,23,33.45,76.24
1237,23-04-2020,17:00:00,Jharkhand,,,8,3,49,4,2020,23,23.80039349,86.41998572
